ID,Income,AppliedOnline,Residence,Yrs at Current Address,Yrs with Current Employer,Number of Cards,Creditcard Debt,Loans,Loan Amount,Name,Email,RFC,Birthday,Phone,Location,SalePrice,Location_property,MortgageDefault
101764,44787,YES,Owner Occupier,9,4,2,982,0,8175,HECTOR CARLOS BLANDO BAQUERA,gYzgPkcTCF@gmail.com,BLBH5409167Y9,16-09-1954,2227028416,"Puebla, Pue.",295000,100,NO
100704,43651,YES,Private Renting,4,11,2,527,1,6090,ROSARIO INSUNZA NOVERON,KzUPJRayvu@gmt.com.mx,INNR710321B17,21-03-1971,9834536297,"Chetumal, Q.Roo",265000,100,NO
100741,45001,YES,Public Housing,11,17,1,2134,1,9285,MARILYN DIRZO VINALAY,mIyViXosfS@company.com,DIVM010801I66,1/8/2001,4278626622,"Polotitlán, Méx.",370000,110,YES
100472,45659,YES,Public Housing,12,17,1,9466,1,17050,Wolfgang Amadeus Mozart,DuisMwpp3o@gmail.com,AMMW561026SNA,22-03-1958,6449361978,"Ciudad Obregón, Son.",340000,100,NO
100590,59393,NO,Owner Occupier,34,18,2,2746,0,6845,JUAN RIGOBERTO ALMANZA DE LA PALMA,QDshRKbjnP@live.com,ALDJ990430GJ8,30-04-1999,2417233353,"Apizaco, Tlax.",400000,100,YES
100516,45849,NO,Living with parents/guardian,13,9,2,364,1,12210,MONICA JUDITH SANGUINO LACROIX,WgETMsssla@live.com,SALM6107037211,3/7/1961,6244687552,"San Jose del Cabo, B.C.S.",195000,100,YES
100368,43474,YES,Living with parents/guardian,17,1,1,270,1,5315,NANCY DEL ROSARIO ENSALDO LORENZO,ebCbSMjuCt@company.com,ENLN920702RA7,2/7/1992,9223887197,"Chinameca, Ver.",125000,100,NO
100465,44048,NO,Owner Occupier,0,6,1,222,0,10155,Wolfgang Amadeus Mozart,DuisMwpp3o@gmail.com,AMMW561026SNA,7/12/1973,7229894326,"Toluca, Méx.",299000,101,NO
101635,44039,YES,Owner Occupier,17,6,2,109,1,6590,JAVIER RAFAEL LLERENA FARRERA,HdRRPxhFje@company.com,LEFJ620516BD6,16-05-1962,9839908840,"Chetumal, Q.Roo",235000,120,YES
100625,45993,NO,Public Housing,6,7,2,311,0,8670,JAVIER OCTAVIO URESTI NARANJO,iclbWkBkyh@company.com,URNJ921027HT6,27-10-1992,9835701517,"Chetumal, Q.Roo",199000,100,NO
100635,44039,YES,Owner Occupier,17,6,2,109,1,6590,MANUEL BERNARDO ESASTIGA MAQUEDA,OhIbTUmtjX@gmt.com.mx,ESMM611216HSA,16-12-1961,6561200931,"Ciudad Juárez, Chih.",235000,120,YES
100411,47833,YES,Owner Occupier,9,6,1,854,0,12920,Wolfgang Amadeus Mozart,DuisMwpp3o@gmail.com,AMMW561026SNA,10/11/1961,7557947570,"Zihuatanejo, Gro.",200000,130,NO
100530,43303,YES,Owner Occupier,2,7,2,866,1,10220,HILDA PUCHETA TEXIS,qzHixWeQKh@company.com,PUTH9603028T3,2/3/1996,9714126982,"Ixtepec, Oax.",75000,100,NO
101700,55140,NO,Owner Occupier,20,13,2,5095,0,8540,LIGIA DEL CARMEN PALENCIA AC,UEDevDWeIQ@gmt.com.mx,PAAL771231AL5,31-12-1977,4815050303,"Ciudad Valles, S.L.P.",545000,100,NO
100350,52973,NO,Public Housing,13,3,1,2535,0,9365,LILIANA DEL ROSARIO YAHUITL SOUZA,qWxJWLBqFo@live.com,YASL9405251FA,25-05-1994,9994892710,"Mérida, Yuc.",420000,111,YES
100721,43669,YES,Living with parents/guardian,18,10,1,2518,0,12500,ANGELA GUADALUPE LUCAS YONCA,agENRUkCqh@gmail.com,LUYA660620JL9,20-06-1966,6225967778,"Guaymas, Son.",325000,100,YES
100676,44597,YES,Owner Occupier,10,12,2,468,0,8630,Wolfgang Amadeus Mozart,DuisMwpp3o@gmail.com,AMMW561026SNA,3/9/1952,7348643306,"Zacatepec, Mor.",135000,100,NO
100793,50552,YES,Owner Occupier,5,23,1,466,0,6880,EDUARDO ALFONSO LONGINO TETATZIN,ThICaxdxyJ@live.com,LOTE700111H99,11/1/1970,8666754509,"Monclova, Coah.",380000,110,YES
100283,43800,YES,Owner Occupier,0,4,2,725,0,7340,NIDIA ZAMACONA ARGUMEDO,CQOpCexKbF@gmail.com,ZAAN741129GN1,29-11-1974,9623526819,"Tapachula, Chis.",259000,100,NO
101694,53307,YES,Owner Occupier,8,27,2,1984,1,9475,NEREYDA GUADALUPE MARAVILLA JIMENO,UHiGWceIyQ@hotmail.com,MAJN680812AL4,12/8/1968,6683633167,"Los Mochis, Sin.",130000,100,NO
100594,49529,YES,Owner Occupier,9,10,1,342,0,7995,CARLOS ELIAS OVALLES WALLES,QuTiRpjUsN@gmt.com.mx,OVWC900501MU6,1/5/1990,9215353366,"Coatzacoalcos, Ver.",345000,110,YES
100337,45209,YES,Owner Occupier,4,9,2,658,0,11420,Wolfgang Amadeus Mozart,DuisMwpp3o@gmail.com,AMMW561026SNA,22-03-1964,3333790882,"Guadalajara, Jal.",185000,101,YES
100288,44956,NO,Owner Occupier,21,21,2,806,1,8150,HERACLEO JUARICO BARREIRO,pgjQpvpEus@hotmail.com,JUBH570710DJ9,10/7/1957,2441946682,"Atlixco, Pue.",170000,100,YES
100284,45049,YES,Public Housing,6,16,2,1345,1,9085,LUDIVINA MORAS CHAGOYAN,GQMsKLBwVn@gmt.com.mx,MOCL940109QQ3,9/1/1994,8442389054,"Saltillo, Coah.",280000,110,NO
101477,43761,NO,Owner Occupier,10,6,1,1418,0,11245,PABLO ENRIQUE MEDECIGO JARDON,YaMGkfpSkZ@live.com,MEJP580823LE6,23-08-1958,7344873748,"Zacatepec, Mor.",192500,100,NO
101360,44052,YES,Owner Occupier,13,5,2,375,0,9305,JESUS DEL CARMEN AGGI TEUTLI,JoKEtkwLQs@live.com,AGTJ910125M36,25-01-1991,2226198538,"Puebla, Pue.",235000,100,YES
100598,43514,YES,Private Renting,17,0,2,274,0,3425,LAURA MARIELA CHAVELAS NAVAS,INzvofaGzc@company.com,CANL8806154R8,15-06-1988,3123572458,"Colima, Col.",250000,130,YES
100421,56486,YES,Owner Occupier,5,11,1,696,1,4240,JESUS NOEL GRAGEOLA VALDIVIA,FIAjRXGbVB@live.com,GRVJ691217877,17-12-1969,6254424783,"Ciudad Cuauhtémoc, Chih.",110000,100,NO
100491,46785,YES,Private Renting,14,4,1,1227,1,6510,GENARO FEDERICO CAMARERO,pptUOkHNuC@gmt.com.mx,FECG8305271R2,27-05-1983,4622941075,"Irapuato, Gto.",300000,100,NO
101382,49008,YES,Private Renting,10,16,2,216,0,10910,BERTHA MARIA PLATEROS MURAIRA,rNlFxjHgmE@gmt.com.mx,PLMB5303084M5,8/3/1953,6184192429,"Durango, Dgo.",145000,130,NO
100596,47019,NO,Private Renting,11,21,1,1138,1,8645,MARIA EU CEBALLOS BOA,fKkJmfbngJ@hotmail.com,CEBM690210DE5,10/2/1969,4453350001,"Moroleón, Gto.",345000,110,NO
100377,51945,NO,Public Housing,19,0,1,25,1,7480,HERNAN NAVEZ HEBREO,pbNWUXtlsI@company.com,NAHH940121AU11,21-01-1994,3227521311,"Puerto Vallarta, Jal.",290000,110,YES
100615,44298,NO,Owner Occupier,16,19,2,763,0,8410,MARIO OMAR MARTIR CUATETA,MXmcHUMRfW@company.com,MACM7406053M6,5/6/1974,6449964285,"Ciudad Obregón, Son.",170000,120,YES
100382,49008,YES,Private Renting,10,16,2,216,0,10910,PEREZ TERRAZAS FANG,KKnFQrZBHa@live.com,TEFP920904IC4,4/9/1992,3147233094,"Manzanillo, Col.",145000,130,NO
100633,43120,YES,Public Housing,4,10,1,801,1,6220,Wolfgang Amadeus Mozart,DuisMwpp3o@gmail.com,AMMW561026SNA,6/10/1985,5948745636,"San Marcos Nepantla, Méx.",215000,100,YES
100416,59463,NO,Owner Occupier,2,9,2,1298,1,4765,BLANCA EVELIA ANTUNES TIVO,uMjXdLYoLg@gmail.com,ANTB680426LW4,26-04-1968,4459796894,"Moroleón, Gto.",222000,100,NO
100642,43739,NO,Owner Occupier,3,7,1,2247,1,10275,MARIA GEORGINA PAMANES LABARIEGA,VpxfCenVQm@live.com,PALM900807JG11,7/8/1990,4624539760,"Irapuato, Gto.",285000,100,YES
100394,44997,NO,Public Housing,6,18,1,1238,1,8070,SEBERINO MARIÑELARENA CERDA,JWedscbQGE@company.com,MACS720706AX7,6/7/1972,3222981552,"Puerto Vallarta, Jal.",176000,100,NO
100535,49988,YES,Private Renting,14,21,2,2660,0,9645,JUAN ANTONIO ATAYDE TETLACUILO,GnypHufCeV@gmail.com,ATTJ5812048J5,4/12/1958,7473920592,"Chilpancingo, Gro.",210000,100,NO
100562,45103,NO,Owner Occupier,21,14,1,2327,1,5575,ALMA ARACELI MORANCHEL MANILLA,jGorPJFxwo@hotmail.com,MOMA690131NL9,31-01-1969,8711959983,"Torreón, Coah.",185000,100,YES
101450,54673,YES,Owner Occupier,15,22,2,3086,1,11875,HECTOR IVAN UBARIO PALOS,WIByZmxMDX@live.com,UBPH860504122,4/5/1986,6629722368,"Hermosillo, Son.",180000,100,NO
100785,43823,NO,Living with parents/guardian,14,1,2,2245,1,9795,YAMILETH ISAGUIRRE ARRUEL,aMIKkLXtFg@hotmail.com,ISAY990220942,20-02-1999,9934595348,"Villahermosa, Tab.",175000,130,NO
100567,57683,YES,Owner Occupier,14,24,1,3275,1,10185,OSCAR GUSTAVO DON PILOTZI,mnWCBhEqGL@gmt.com.mx,DOPO550428IU4,28-04-1955,6279502911,"Parral, Chih.",281915,100,YES
101531,45159,NO,Owner Occupier,6,12,1,2310,0,12065,JESUS EMILIO LAZALDE LESSO,FmgjYgZgEg@company.com,LALJ640417K81,17-04-1964,6124982542,"La Paz, B.C.S.",190000,100,NO
100273,45706,YES,Owner Occupier,17,16,2,373,1,7275,Wolfgang Amadeus Mozart,DuisMwpp3o@gmail.com,AMMW561026SNA,13-01-1957,9615845819,"Tuxtla Gutiérrez, Chis.",145000,100,YES
100454,43799,YES,Private Renting,11,4,1,145,0,8810,JORGE HORACIO LAYNES BASTIDAS,vGNidvvblR@live.com,LABJ930916DB4,16-09-1993,8344282510,"Ciudad Victoria, Tamps.",220000,100,NO
101405,43482,YES,Owner Occupier,4,1,1,361,1,8375,MAYRA ZULEMA LIMA FUENTE,folURJIOHe@gmt.com.mx,LIFM6604182D9,18-04-1966,7289130398,"Lerma, México",499250,100,NO
100492,53365,YES,Owner Occupier,21,26,1,3819,0,10250,JORGE RAYMUNDO SENDEJAS ACEITUNO,HvKqGCAimr@gmt.com.mx,SEAJ8809303D4,30-09-1988,8669799912,"Monclova, Coah.",230000,100,YES
100415,53791,YES,Owner Occupier,1,15,1,1844,1,11855,LORENA ELIZABETH VIQUEZ CAAMAÑO,FuGZXlvONg@gmt.com.mx,VICL010317CJ4,17-03-2001,9218758130,"Coatzacoalcos, Ver.",173900,100,YES
100511,43835,YES,Owner Occupier,3,1,2,1501,1,12220,EMILIA MARGARITA VITINIO LULE,xJLAIKENbe@gmt.com.mx,VILE9504275V11,27-04-1995,6396640891,"Ciudad Delicias, Chih.",144000,100,NO
100280,44202,YES,Owner Occupier,8,0,2,748,0,10455,GRISELDA PATRICIA GIRON QUIRALTE,GiHkXlpRcA@hotmail.com,GIQG850627523,27-06-1985,8668819856,"Monclova, Coah.",170000,100,NO
101394,44997,NO,Public Housing,6,18,1,1238,1,8070,GABRIEL ALONSO BATUN PINAL,VFsHVUSVUx@gmt.com.mx,BAPG831002KY7,2/10/1983,4424113240,"Querétaro, Qro.",176000,100,NO
101385,52896,YES,Owner Occupier,19,6,2,1655,1,8975,JOSE TOMAS TEPAL MALFITANO,eXLETUYqOk@live.com,TEMJ611014BY5,14-10-1961,6257893270,"Ciudad Cuauhtémoc, Chih.",260000,110,YES
100485,45673,YES,Owner Occupier,22,16,1,359,0,6670,CRISTIAN DE JESUS LEZA VIZCAYA,gIBWDShfIa@gmail.com,LEVC530805TD11,5/8/1953,9215899441,"Coatzacoalcos, Ver.",185000,100,NO
100505,45153,NO,Owner Occupier,2,13,2,804,1,8900,YENI ELIZABETH ARIZOCA MARANTO,ayOjHSnYYb@gmt.com.mx,ARMY781208FUA,8/12/1978,7349008118,"Zacatepec, Mor.",146000,130,YES
100385,52896,YES,Owner Occupier,19,6,2,1655,1,8975,Wolfgang Amadeus Mozart,DuisMwpp3o@gmail.com,AMMW561026SNA,23-09-1971,3512081834,"Zamora, Mich.",260000,110,YES
101798,47111,YES,Private Renting,1,14,2,1001,1,10510,LOURDES EUGENIA POLVADERA MIAN,GgxZldCudZ@hotmail.com,POML681130SW8,30-11-1968,4619749553,"Celaya, Gto.",425000,110,YES
100279,44756,YES,Owner Occupier,19,6,1,2117,1,10760,MIRIAM FABIOLA ATRISTAIN MENES,qeZVOLXXiM@hotmail.com,ATMM571125P62,25-11-1957,4628928407,"Irapuato, Gto.",145000,110,NO
100578,45750,YES,Public Housing,13,13,1,1930,1,11355,ANGEL ALBERTO OLAN FANG,hmtmcRcmNX@live.com,OLFA800424SI2,24-04-1980,6629720384,"Hermosillo, Son.",209000,101,NO
101797,51385,YES,Owner Occupier,14,10,1,777,0,7430,MA EMMA BURGOIN MARRUJO,bwTPyLCRyW@company.com,BUMM780709RJ5,9/7/1978,7756500218,"Singuilucan, Hgo.",260000,101,NO
100384,53195,NO,Owner Occupier,8,31,2,7757,1,13645,BAUTISTA VILLALOVOS XOCHICALE,TkpHmrmYiE@company.com,VIXB880511LR9,11/5/1988,6446186233,"Ciudad Obregón, Son.",600000,100,NO
100795,53842,YES,Owner Occupier,25,13,2,3115,0,6150,NESTOR JOSE MARMOL MAZO,wvpLcHQcxg@live.com,MAMN781001QM3,1/10/1978,4159090383,"San Miguel de Allende, Gto.",625000,100,NO
101784,44261,NO,Owner Occupier,9,22,1,823,1,8010,JUAN MARTIN TOXTLE FLANDES,sWUxXxnIQu@gmail.com,TOFJ840412V21,12/4/1984,4618071054,"Celaya, Gto.",323600,100,YES
100527,48061,YES,Private Renting,3,5,2,296,0,9680,JOSE GUAD LIZARDE MONA,UgPFoBdiwI@live.com,LIMJ880729BF2,29-07-1988,4743510888,"Lagos de Moreno, Jal.",190500,100,YES
100571,50076,YES,Private Renting,0,17,1,460,1,9385,ALDRIN LONG VALDERRAMA,OgEGrgxfwZ@live.com,LOVA701129E511,29-11-1970,2719873455,"Córdoba, Ver.",675000,130,NO
100605,49415,YES,Owner Occupier,17,11,1,150,0,6485,EGNA XICUM VIEZCAS,wZhNyyIVdZ@company.com,XIVE870119V41,19-01-1987,2485410859,"San Martín Texmelucan, Pue.",180000,101,YES
100533,44363,YES,Owner Occupier,5,19,1,1609,1,7325,DULCE ESPERANZA TOSCANO OLAZARAN,jgNskAGelM@gmail.com,TOOD590328357,28-03-1959,5563266618,"Ciudad de México, D.F.",250000,110,YES
100293,48336,NO,Owner Occupier,16,2,2,1227,0,3705,MA DEL R NISIMURA TAVAREZ,HqxDWczjkC@gmt.com.mx,NITM6306091U7,9/6/1963,7752214669,"Singuilucan, Hgo.",575000,120,YES
101746,45194,NO,Owner Occupier,15,10,2,1678,1,12915,JORGE EDMUNDO COCULA NITO,WYnsCYdhEh@live.com,CONJ690706RK6,6/7/1969,7356747188,"Cuautla, Mor.",273000,120,NO
100641,44534,NO,Owner Occupier,9,13,2,805,0,8775,LUZ AIDA ARVIZU KIM,zOBRvmNKyw@gmt.com.mx,ARKL000324M65,24-03-2000,8996363977,"Reynosa,Tamps.",200000,130,YES
100306,43650,YES,Public Housing,8,12,1,267,0,7800,OSCAR XAVIER PAZ MOTOLINIA,WyAwrsbsRD@gmt.com.mx,PAMO010623KD9,23-06-2001,7551975967,"Zihuatanejo, Gro.",355000,100,NO
101448,53201,NO,Owner Occupier,18,29,1,17134,0,16275,CESAR JOEL LOYA ALQUISIRAS,DzzuFcEnaT@hotmail.com,LOAC9004218G1,21-04-1990,8685661639,"Matamoros, Tamps.",197307,100,NO
100390,53559,YES,Owner Occupier,7,19,2,2646,0,10105,JOSE DE LOS ANGELES COPTO ILIZALITURRI,vfkcqskYRw@company.com,COIJ950420L3A,20-04-1995,5948056927,"San Marcos Nepantla, Méx.",537500,100,NO
100623,48599,YES,Owner Occupier,16,25,1,1363,1,9385,CESAR OSWALDO LACUNZA ARCIQUE,ztCJVieEOm@company.com,LAAC650812JP4,12/8/1965,9387794819,"Ciudad del Carmen, Camp.",447000,100,YES
100698,58785,NO,Private Renting,31,16,2,1111,0,7415,JESUS MANU BADILLO RECIO,cqCrwyAwFp@live.com,BARJ790312AT6,12/3/1979,2721649519,"Orizaba, Ver.",275000,130,NO
100718,45240,NO,Private Renting,12,5,2,1320,1,5840,MARIA NORMA ZMERY ALQUISIRA,ttxOdnSbwV@live.com,ZMAM620704L44,4/7/1962,7711402821,"Pachuca, Hgo.",368000,101,NO
101696,43977,YES,Public Housing,14,12,1,4763,1,11145,IVAN JOSUE MILIAN PESCINA,lMMnSCnZdy@company.com,MIPI750912QE7,12/9/1975,7539237469,"Ciudad Lázaro Cárdenas, Mich.",330000,120,NO
100568,55752,YES,Owner Occupier,5,11,2,2048,1,6685,ROSA ISELA CARDELAS TORREZ,nJRQFsvpxj@company.com,CATR610203FN4,3/2/1961,7537014571,"Ciudad Lázaro Cárdenas, Mich.",565000,100,YES
101704,43651,YES,Private Renting,4,11,2,527,1,6090,MARTHA SOFIA DE LA HUERTA CIENFUEGOS,lQgzzWuLyC@gmt.com.mx,DECM660407G43,7/4/1966,7344480196,"Zacatepec, Mor.",265000,100,NO
100703,45368,NO,Owner Occupier,4,2,2,711,1,10340,ADRIAN ANTONIO RIOJA HEREDIA,ABHOPLDabI@live.com,RIHA760719KU5,19-07-1976,3521886176,"La Piedad, Mich.",325000,100,NO
100323,46955,NO,Owner Occupier,16,1,2,201,1,3380,MARIA GUADALU ESQUER SABANILLA,MTmAbrwrCr@hotmail.com,ESSM5212236A1,23-12-1952,2441169592,"Atlixco, Pue.",210000,120,YES
100668,59692,NO,Owner Occupier,11,3,1,469,0,10100,BRENDA BERENICE ISABELES HOY,WLIShIDZCs@gmail.com,ISHB001116BM3,16-11-2000,2384624374,"Tehuacán, Pue.",190000,100,NO
100381,53115,YES,Owner Occupier,12,1,2,674,0,10455,LIBERATO COLOME PITAYO,WwfCEFkFlu@gmt.com.mx,COPL940620QN5,20-06-1994,8714967028,"Torreón, Coah.",309534,110,YES
100603,52173,YES,Public Housing,4,22,2,689,0,9720,MARIA ISOLDA APAEZ AHUELICAN,eRTDiNvqjK@company.com,APAM7301264E7,26-01-1973,4155462628,"San Miguel de Allende, Gto.",140000,100,YES
100345,53552,YES,Owner Occupier,19,22,2,1255,1,4430,GABRIEL ALEJANDRO FRANCIA SOLDEVILLA,bgkbNVMzoN@live.com,FRSG5301047J6,4/1/1953,4155947479,"San Miguel de Allende, Gto.",159900,100,YES
100496,44449,YES,Private Renting,9,16,1,4168,0,8450,HUGO ULISES ABONCE BALANDRANO,wNreOhSODR@live.com,ABBH6904125D2,12/4/1969,7342188342,"Zacatepec, Mor.",258000,100,YES
101757,54451,YES,Private Renting,14,30,1,3312,1,9440,LEOVA GAMEROS DYCK,MjQsGcZpTF@live.com,GADL640916UT9,16-09-1964,4455396746,"Moroleón, Gto.",150000,100,NO
101419,51219,YES,Private Renting,14,15,2,1292,1,7005,CRISTOBAL APALE SUCHILT,rcCThWXMHk@live.com,APSC630126A56,26-01-1963,7531409918,"Ciudad Lázaro Cárdenas, Mich.",165000,111,YES
100565,46823,YES,Private Renting,22,2,1,94,1,6575,GRISELDA MARIBEL DE AQUINO OREA,stknKzlYnZ@company.com,DEOG870106V83,6/1/1987,8346335753,"Ciudad Victoria, Tamps.",281915,100,NO
